_c0,EffectiveDate,PricePerUnit,LeaseContractLength,PurchaseOption,OfferingClass,Location,InstanceType,CurrentGeneration,InstanceFamily,vCPU,ClockSpeed,Memory,Storage,NetworkPerformance,OperatingSystem,Tenancy,usageType,DedicatedEBSThroughput,NormalizationSizeFactor,ProcessorFeatures
1004452,01/07/19,0.0,"","","",US East (Ohio),i3en.24xlarge,Yes,Storage optimized,96.0,3.1 GHz,768 GiB,8 x 7500 NVMe SSD,100 Gigabit,SUSE,Host,USE2-HostBoxUsage:i3en.24xlarge,14000 Mbps,192.0,""
1004453,01/07/19,177858.0,1yr,All Upfront,convertible,Asia Pacific (Sydney),m5ad.12xlarge,Yes,General purpose,48.0,2.5 GHz,192 GiB,2 x 900 NVMe SSD,10 Gigabit,Linux,Shared,APS2-BoxUsage:m5ad.12xlarge,5000 Mbps,96.0,"AVX, AVX2, AMD Turbo"
1004456,01/06/19,0.0,3yr,All Upfront,standard,EU (Paris),r5a.2xlarge,Yes,Memory optimized,8.0,2.5 GHz,64 GiB,EBS only,10 Gigabit,Linux,Dedicated,EUW3-DedicatedUsage:r5a.2xlarge,Upto 2120 Mbps,16.0,"AVX, AVX2, AMD Turbo"
1004466,05/08/18,3.17,1yr,Partial Upfront,convertible,EU (Frankfurt),c5d.18xlarge,Yes,Compute optimized,72.0,3.0 Ghz,144 GiB,2 x 900 NVMe SSD,25 Gigabit,Windows,Shared,EUC1-BoxUsage:c5d.18xlarge,9000 Mbps,144.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1004476,01/06/19,117209.0,1yr,All Upfront,convertible,EU (Ireland),r5a.16xlarge,Yes,Memory optimized,64.0,2.5 GHz,512 GiB,EBS only,12 Gigabit,Windows,Shared,EU-BoxUsage:r5a.16xlarge,7000 Mbps,128.0,"AVX, AVX2, AMD Turbo"
1004495,31/03/18,10921.0,1yr,All Upfront,convertible,US East (N. Virginia),m5.2xlarge,Yes,General purpose,8.0,2.5 GHz,32 GiB,EBS only,Up to 10 Gigabit,Linux,Dedicated,DedicatedUsage:m5.2xlarge,Upto 2120 Mbps,16.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1004498,31/10/17,7.801,1yr,No Upfront,convertible,US West (Oregon),m5.24xlarge,Yes,General purpose,96.0,2.5 GHz,384 GiB,EBS only,25 Gigabit,Windows,Shared,USW2-BoxUsage:m5.24xlarge,12000 Mbps,192.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1004499,01/12/18,1.719,1yr,Partial Upfront,convertible,Asia Pacific (Mumbai),m5.metal,Yes,General purpose,96.0,2.5 GHz,384 GiB,EBS only,25 Gigabit,SUSE,Shared,APS3-BoxUsage:m5.metal,12000 Mbps,192.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1004502,31/10/17,2.512,1yr,No Upfront,convertible,Asia Pacific (Seoul),r3.8xlarge,No,Memory optimized,32.0,2.5 GHz,244 GiB,2 x 320 SSD,10 Gigabit,Linux,Shared,APN2-BoxUsage:r3.8xlarge,"",64.0,Intel AVX; Intel Turbo
1004506,01/07/19,18.624000000000002,"","","",EU (Paris),r5.metal,Yes,Memory optimized,96.0,"",768 GiB,EBS only,25 Gigabit,Linux,Shared,EUW3-BoxUsage:r5.metal,"",192.0,""
1004532,31/03/18,0.11800000000000001,1yr,Partial Upfront,standard,Asia Pacific (Singapore),c3.xlarge,No,Compute optimized,4.0,2.8 GHz,7.5 GiB,2 x 40 SSD,Moderate,Linux,Shared,APS1-BoxUsage:c3.xlarge,"",8.0,Intel AVX; Intel Turbo
1004534,31/10/17,0.071,3yr,Partial Upfront,standard,EU (Ireland),c5.large,Yes,Compute optimized,2.0,3.0 Ghz,4 GiB,EBS only,Up to 10 Gigabit,Windows,Dedicated,EU-DedicatedUsage:c5.large,Upto 2250 Mbps,4.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1004542,01/07/19,0.0,"","","",Asia Pacific (Seoul),m5d.2xlarge,Yes,General purpose,8.0,2.5 GHz,32 GiB,1 x 300 NVMe SSD,Up to 10 Gigabit,Linux,Dedicated,APN2-DedicatedRes:m5d.2xlarge,Upto 2120 Mbps,16.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1004563,06/11/18,0.11900000000000001,1yr,Partial Upfront,convertible,EU (Stockholm),m5.large,Yes,General purpose,2.0,2.5 GHz,8 GiB,EBS only,Up to 10 Gigabit,Windows,Shared,EUN1-BoxUsage:m5.large,Upto 2120 Mbps,4.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1004576,01/12/18,163668.0,1yr,All Upfront,standard,US East (Ohio),m5.metal,Yes,General purpose,96.0,2.5 GHz,384 GiB,EBS only,25 Gigabit,Windows,Dedicated,USE2-DedicatedUsage:m5.metal,12000 Mbps,192.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1004619,01/01/19,11.764000000000001,1yr,No Upfront,standard,Asia Pacific (Tokyo),c5d.18xlarge,Yes,Compute optimized,72.0,3.0 Ghz,144 GiB,2 x 900 NVMe SSD,25 Gigabit,Linux,Shared,APN1-BoxUsage:c5d.18xlarge,9000 Mbps,144.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1004632,31/10/17,16.29,1yr,Partial Upfront,standard,EU (Ireland),c5.18xlarge,Yes,Compute optimized,72.0,3.0 Ghz,144 GiB,EBS only,25 Gigabit,Windows,Dedicated,EU-DedicatedUsage:c5.18xlarge,9000 Mbps,144.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1004633,01/03/19,7262.0,1yr,Partial Upfront,standard,US West (Oregon),r5ad.xlarge,Yes,Memory optimized,4.0,2.5 GHz,32 GiB,1 x 150 NVMe SSD,10 Gigabit,Linux,Shared,USW2-BoxUsage:r5ad.xlarge,Upto 2120 Mbps,8.0,"AVX, AVX2, AMD Turbo"
1004646,31/03/18,1.3824,1yr,Partial Upfront,standard,Asia Pacific (Seoul),r4.4xlarge,Yes,Memory optimized,16.0,2.3 GHz,122 GiB,EBS only,Up to 10 Gigabit,Linux,Dedicated,APN2-DedicatedUsage:r4.4xlarge,3000 Mbps,32.0,"Intel AVX, Intel AVX2, Intel Turbo"
1004659,30/11/16,63826.0,1yr,All Upfront,standard,US East (Ohio),c4.4xlarge,Yes,Compute optimized,16.0,2.9 GHz,30 GiB,EBS only,High,Windows,Dedicated,USE2-DedicatedUsage:c4.4xlarge,2000 Mbps,32.0,Intel AVX; Intel AVX2; Intel Turbo
1004660,01/06/19,385115.0,3yr,Partial Upfront,standard,Asia Pacific (Osaka-Local),r5d.16xlarge,Yes,Memory optimized,64.0,"",512 GiB,4 x 600 NVMe SSD,20 Gigabit,Windows,Shared,APN3-BoxUsage:r5d.16xlarge,"",128.0,""
1004675,01/03/19,29245.0,1yr,All Upfront,standard,US East (Ohio),r5ad.4xlarge,Yes,Memory optimized,16.0,2.5 GHz,128 GiB,2 x 300 NVMe SSD,10 Gigabit,Windows,Dedicated,USE2-DedicatedUsage:r5ad.4xlarge,Upto 2120 Mbps,32.0,"AVX, AVX2, AMD Turbo"
1004676,06/12/18,7434.0,1yr,Partial Upfront,convertible,Asia Pacific (Mumbai),t3.xlarge,Yes,General purpose,4.0,"",16 GiB,EBS only,Moderate,Windows,Shared,APS3-BoxUsage:t3.xlarge,"",8.0,""
1004677,05/08/18,0.075,3yr,Partial Upfront,convertible,EU (Frankfurt),c5d.large,Yes,Compute optimized,2.0,3.0 Ghz,4 GiB,1 x 50 NVMe SSD,Up to 10 Gigabit,Windows,Shared,EUC1-BoxUsage:c5d.large,Upto 2250 Mbps,4.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1004681,01/03/19,0.24,1yr,No Upfront,standard,Asia Pacific (Sydney),c5n.xlarge,Yes,Compute optimized,4.0,3.0 Ghz,10.5 GiB,EBS only,Up to 25 Gigabit,RHEL,Shared,APS2-BoxUsage:c5n.xlarge,Up to 3500 Mbps,8.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1004687,01/07/19,2.74,"","","",US West (Oregon),r3.2xlarge,No,Memory optimized,8.0,2.5 GHz,61 GiB,1 x 160 SSD,High,Windows,Shared,USW2-UnusedBox:r3.2xlarge,"",16.0,Intel AVX; Intel Turbo
1004692,01/04/19,38263.0,3yr,Partial Upfront,standard,US West (N. California),i3en.6xlarge,Yes,Storage optimized,24.0,3.1 GHz,192 GiB,2 x 7500 NVMe SSD,25 Gigabit,Windows,Dedicated,USW1-DedicatedUsage:i3en.6xlarge,3500 Mbps,48.0,""
1004693,01/02/19,0.652,3yr,No Upfront,convertible,Asia Pacific (Tokyo),m5a.4xlarge,Yes,General purpose,16.0,2.5 GHz,64 GiB,EBS only,Up to 10 Gigabit,RHEL,Shared,APN1-BoxUsage:m5a.4xlarge,2120 Mbps,32.0,"AVX, AVX2, AMD Turbo"
1004694,03/08/18,3.3551,1yr,No Upfront,convertible,South America (Sao Paulo),t3.2xlarge,Yes,General purpose,8.0,"",32 GiB,EBS only,Moderate,Linux,Shared,SAE1-BoxUsage:t3.2xlarge,"",16.0,""
1004698,31/03/18,11046.0,1yr,Partial Upfront,convertible,US West (Oregon),x1e.4xlarge,Yes,Memory optimized,16.0,2.3 GHz,488 GiB,1 x 480 SSD,Up to 10 Gigabit,Linux,Shared,USW2-BoxUsage:x1e.4xlarge,1750 Mbps,32.0,"Intel AVX, Intel AVX2"
1004706,05/08/18,0.41600000000000004,1yr,Partial Upfront,convertible,Asia Pacific (Sydney),m5d.2xlarge,Yes,General purpose,8.0,2.5 GHz,32 GiB,1 x 300 NVMe SSD,Up to 10 Gigabit,Windows,Dedicated,APS2-DedicatedUsage:m5d.2xlarge,Upto 2120 Mbps,16.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1004713,01/06/19,869.0,1yr,All Upfront,standard,Asia Pacific (Seoul),t3a.small,Yes,General purpose,2.0,2.5 GHz,2 GiB,EBS only,Low to Moderate,Windows,Shared,APN2-BoxUsage:t3a.small,Upto 1500 Mbps,1.0,"AVX, AVX2, AMD Turbo"
1004743,30/09/16,3665.0,3yr,All Upfront,standard,South America (Sao Paulo),c3.large,No,Compute optimized,2.0,2.8 GHz,3.75 GiB,2 x 16 SSD,Moderate,Windows,Shared,SAE1-BoxUsage:c3.large,"",4.0,Intel AVX; Intel Turbo
1004747,11/12/18,0.0,3yr,All Upfront,standard,Asia Pacific (Tokyo),r5.2xlarge,Yes,Memory optimized,8.0,"",64 GiB,EBS only,10 Gigabit,Linux,Dedicated,APN1-DedicatedUsage:r5.2xlarge,"",16.0,""
1004764,01/01/19,3.637,1yr,No Upfront,standard,US East (Ohio),m5.2xlarge,Yes,General purpose,8.0,2.5 GHz,32 GiB,EBS only,Up to 10 Gigabit,Windows,Dedicated,USE2-DedicatedUsage:m5.2xlarge,Upto 2120 Mbps,16.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1004770,31/03/18,0.05,3yr,Partial Upfront,standard,Asia Pacific (Seoul),c5.xlarge,Yes,Compute optimized,4.0,3.0 Ghz,8 GiB,EBS only,Up to 10 Gigabit,Linux,Dedicated,APN2-DedicatedUsage:c5.xlarge,Upto 2250 Mbps,8.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1004780,03/08/18,311.0,1yr,Partial Upfront,convertible,EU (Ireland),t3.large,Yes,General purpose,2.0,"",8 GiB,EBS only,Low to Moderate,Linux,Shared,EU-BoxUsage:t3.large,"",4.0,""
1004804,01/07/19,0.0,"","","",US West (Oregon),c4.xlarge,Yes,Compute optimized,4.0,2.9 GHz,7.5 GiB,EBS only,High,Linux,Host,USW2-HostBoxUsage:c4.xlarge,750 Mbps,8.0,Intel AVX; Intel AVX2; Intel Turbo
1004814,31/12/17,83.0,3yr,Partial Upfront,standard,EU (London),t2.micro,Yes,General purpose,1.0,Up to 3.3 GHz,1 GiB,EBS only,Low to Moderate,Linux,Shared,EUW2-BoxUsage:t2.micro,"",0.5,Intel AVX; Intel Turbo
1004862,01/05/19,1.905,1yr,No Upfront,standard,Asia Pacific (Tokyo),z1d.6xlarge,Yes,Memory optimized,24.0,"",192 GiB,1 x 900 NVMe SSD,10 Gigabit,Linux,Dedicated,APN1-DedicatedUsage:z1d.6xlarge,"",48.0,""
1004878,28/10/18,0.6779999999999999,3yr,Partial Upfront,standard,US West (Oregon),r5a.12xlarge,Yes,Memory optimized,48.0,2.5 GHz,384 GiB,EBS only,10 Gigabit,SUSE,Dedicated,USW2-DedicatedUsage:r5a.12xlarge,5000 Mbps,96.0,"AVX, AVX2, AMD Turbo"
1004881,31/03/18,2908.0,1yr,Partial Upfront,convertible,US East (N. Virginia),r4.xlarge,Yes,Memory optimized,4.0,2.3 GHz,30.5 GiB,EBS only,Up to 10 Gigabit,Linux,Shared,BoxUsage:r4.xlarge,800 Mbps,8.0,"Intel AVX, Intel AVX2, Intel Turbo"
1004885,28/02/17,8660.0,3yr,All Upfront,standard,EU (Ireland),i3.xlarge,Yes,Storage optimized,4.0,2.3 GHz,30.5 GiB,1 x 950 NVMe SSD,Up to 10 Gigabit,Windows,Shared,EU-BoxUsage:i3.xlarge,850 Mbps,8.0,"Intel AVX, Intel AVX2, Intel Turbo"
1004888,01/06/19,15.045,1yr,No Upfront,convertible,Asia Pacific (Hong Kong),m5.8xlarge,Yes,General purpose,32.0,2.5 GHz,128 GiB,EBS only,10 Gigabit,Windows,Shared,APE1-BoxUsage:m5.8xlarge,5000 Mbps,64.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1004891,01/07/19,11.255,1yr,Partial Upfront,standard,Asia Pacific (Sydney),r5ad.12xlarge,Yes,Memory optimized,48.0,2.5 GHz,384 GiB,2 x 900 NVMe SSD,10 Gigabit,Windows,Shared,APS2-BoxUsage:r5ad.12xlarge,5000 Mbps,96.0,"AVX, AVX2, AMD Turbo"
1004896,31/03/18,11493.0,1yr,Partial Upfront,standard,Asia Pacific (Sydney),c4.4xlarge,Yes,Compute optimized,16.0,2.9 GHz,30 GiB,EBS only,High,Linux,Dedicated,APS2-DedicatedUsage:c4.4xlarge,2000 Mbps,32.0,Intel AVX; Intel AVX2; Intel Turbo
1004899,01/06/19,31252.0,1yr,All Upfront,convertible,Asia Pacific (Sydney),m5.8xlarge,Yes,General purpose,32.0,2.5 GHz,128 GiB,EBS only,10 Gigabit,Windows,Dedicated,APS2-DedicatedUsage:m5.8xlarge,5000 Mbps,64.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1004900,01/06/19,2.8289999999999997,3yr,No Upfront,standard,Canada (Central),m5d.16xlarge,Yes,General purpose,64.0,2.5 GHz,256 GiB,4 x 600 NVMe SSD,20 Gigabit,Linux,Shared,CAN1-BoxUsage:m5d.16xlarge,10000 Mbps,128.0,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo"
1004917,31/03/18,7.025,1yr,No Upfront,standard,Asia Pacific (Sydney),i3.4xlarge,Yes,Storage optimized,16.0,2.3 GHz,122 GiB,2 x 1900 NVMe SSD,Up to 10 Gigabit,Linux,Shared,APS2-BoxUsage:i3.4xlarge,3500 Mbps,32.0,"Intel AVX, Intel AVX2, Intel Turbo"
